term,category,hasSyn,id,ext_id,remark
composite,architecture,0,341,64d78b07-3804-403c-b21b-cd74e0a766a5,""
compound,architecture,0,342,9c75f990-7e27-4f43-b534-bc8cf07916c0,""
compressed,shape,0,343,258c583e-9bbb-4ced-af82-35417324b1f1,""
concave,shape,0,344,a7560fb3-2e41-4b6d-bfa8-8a794ce08a5c,""
concavity,structure,0,345,7ea6534a-2fbc-4af4-9971-64fff1e92108,""
concealed,manifestation,0,346,e5d5d78a-7279-4220-84ba-b712c9a93808,""
concentrated,arrangement,0,347,b173f8fe-1f15-4af0-b69e-fddca0b238bf,""
concentric,position,0,348,da28d52a-bb6a-4551-a8cd-7be9a92a31d8,""
concert,density,0,349,4918e4f3-a675-44f8-9f5d-eaa8c95f8ac1,""
concolorous,coloration,0,350,d413f63f-e349-491f-8533-b7ed7acb821e,""
concordance,comparison,0,351,f4c0e9e6-911e-430e-a45f-0d86f51269f2,""
conduct,direction,0,352,aedb9cec-925c-4734-adaa-5dd2ee0f766c,""
cone_shaped,shape,0,353,32d162d2-8309-4d91-88fa-b4f118cc2310,""
confident,intensity_level,0,354,4c592227-9b8c-444d-88ab-137c54bb9cd8,""
confine,presence,0,355,314e705c-39dc-47ad-84e5-899079a04c6e,""
confined,size,0,356,c5d84f78-41bd-43bc-b01c-1d07fb03d36f,""
confluence,shape,0,357,4f9b8ef4-b518-4a52-9dea-2ff2b0d235ec,""
confluent,direction,0,358,b60b5b0f-0a5f-4677-b4df-6ec72a441e15,""
confounded,fusion,0,359,78dc1148-a66a-4fcc-b0e3-f1732084e9eb,""
congeners,structure,0,360,3d5db75d-088c-49af-914a-9e453321fc28,""
conic,shape,1,361,0d9c998b-16ad-4cb5-8442-e4fdee4a56a9,""
conjoined,fusion,0,362,5b36afeb-e015-4a73-ae7f-4c1d3423093c,""
connected,fusion,1,363,3c56a092-4e26-40ee-bdc1-2c37d90eb3df,""
considerable,size,0,364,a70ba9c6-66aa-4254-a4c1-ae3c13034a07,""
consistent,comparison,0,365,b092ed08-52fe-4835-bbac-dfa3f60f44e0,""
conspicuous,manifestation,0,366,bb463edc-ef44-4541-b826-7f5719dbc4ec,""
constant,orientation,0,367,becc79e9-72e2-41f9-8644-8f13aaeea41e,""
constituents,structure,0,368,06e94a42-9922-4e65-8c86-1e74c315be4c,""
constricted,size,0,369,758c8c23-01f5-4866-a08c-6ca4e862de62,""
constriction,structure,0,370,e40a64a1-942a-4d01-93c8-e7d807ddf66a,""
consulcuous,arrangement,0,371,dabd3d05-59df-43f4-925d-4396d26c4bb7,""
continguous,arrangement,1,372,7b4e4a45-1de6-40f7-9ab2-25d5b3487067,""
continous,arrangement,0,373,2be3f7ac-ff6e-4c81-bb79-6d42590d23b6,""
continuous,architecture,0,374,b214938d-e321-4d93-937f-9b7a94b8d604,""
contours,structure,0,375,bd243126-f176-4d26-ab38-a728e3bfc96a,""
contracta,structure,0,376,f9c76cc2-3a52-4a82-9bce-fbdd0d4f7217,""
contracted,size,0,377,738af4f1-ee36-4659-b2d3-884a8cd4559a,""
contrast,coloration,1,378,c301701b-13c7-4ba5-82d8-8a68b962bc6c,""
conulate,shape,0,379,37fb9f2b-6595-4537-b31b-a5be3eb64072,""
converge,direction,1,380,32d40d02-b334-4cbb-b38a-cb343a160e4c,""
converted,direction,0,381,53ac21ea-2b21-4dfc-82b0-4e3dc0a9b30d,""
convex,shape,0,382,f0c2c923-334e-4531-bcd3-1b40348df720,""
convexity,structure,0,383,a3c9038e-7252-4029-9ced-95d028576e70,""
copper,coloration,1,384,b2397463-0e0a-4d5e-92f7-8c2a1714fe67,""
copulation,behaviour,0,385,aaecdc3e-c9e2-4f80-8b1e-3305d963e163,""
copulation,reproduction,0,386,333cc257-6781-4f2a-8fd6-9f495c712d73,""
copulatory,reproduction,0,387,662e5de4-5eac-40d7-9257-e015d0d248c8,""
cordate,shape,0,388,95a1f40e-8f90-4085-afed-dba597ab0a8c,""
coriaceous,external_texture,0,389,3fde0cdb-ecd2-4d62-bab7-c8f518f93608,""
coriarious,surface_sculpture,0,390,7ca718d0-ef59-41bd-91a1-37d63bf38398,""
corner,structure,1,391,47f35bef-b6f3-4862-b338-d5f9e51f65ac,""
corner_like,shape,0,392,8dd791fb-8304-44c3-aa96-fb9d1988ab5e,""
cornulate,surface_sculpture,0,393,df1fbb17-c806-4464-ad41-0deb4059d373,""
coronal,position,0,394,9a951a67-4666-4211-bc89-bfcd2fb8457c,""
costal,insertion,0,395,e691d5e5-f109-48ab-92b8-4ce728806b82,""
costal,position,0,396,a29f5f56-12ab-4150-bd9b-db5f821a5980,""
costate,architecture,0,397,aa0553a2-80c7-4bda-9531-c965c295429e,""
costulae,structure,0,398,c0797281-fda7-454f-bef2-3604703fc3b0,""
costulate,surface_sculpture,0,399,189e75c4-22ea-4de9-9516-8aebc952763a,""
costulate_rugulose,surface_sculpture,0,400,1e52b774-c32d-4429-8bac-663d86e925e6,""
costulation,structure,0,401,affcb02b-ea2f-4312-b2e7-0fe9edac1de4,""
countless,count,0,402,f92d155f-2c13-42c5-88f4-053fdfec4540,""
counts,structure,0,403,b9dda83c-8f2d-40fd-b15d-ed388aa1bfb9,""
couple,count,0,404,10070939-ba73-4471-9994-d033208c5dfa,""
couplet,structure,0,405,b32cd6bd-f034-49da-9918-7fed722179d5,""
course,surface_sculpture,0,406,18300151-b84e-441d-aa2b-ee2e91c95b67,""
covering,density,0,407,c11af333-c799-40e1-87da-78f37cfd78e5,""
coxa,structure,1,408,5add21c8-5d1d-4895-958d-20af130ba63b,""
cranial,position,0,409,3f00d3fa-99d8-4dd2-b251-f80043599b39,""
cranium,structure,0,410,42fc78eb-ce7d-4712-9c08-67f072dac51a,""
cream_colored,coloration,1,411,78be2e47-541c-4ad9-b3d4-607accc4fa88,""
crenate,shape,0,412,33a685c7-a7d4-4e0e-8b31-388257b0cf8c,""
crenulate,surface_sculpture,1,413,8d5b9796-0b9f-42e6-b9db-d628492a4261,""
crescent_shaped,shape,1,414,5ee01cd9-de45-4ec4-b194-54ed4c88c373,""
crest,position,0,415,8ff1f54b-6d79-41cc-9da6-2b6fcd568321,""
crest,structure,1,416,b536ccc7-29b0-4fb7-9a7a-554df9c70226,""
crested,shape,0,417,9a64cd0f-bb6a-4b39-aafa-cb5b0093cb32,""
cristulations,structure,0,418,a34c0efa-8787-46f8-8a0e-395136c58434,""
crowded,architecture,0,419,f7f80622-dbb3-4ef8-b183-86001aa47689,""
crucial,condition,0,420,ccc9fdf0-2f9e-4fe7-8283-7e281ade0bc9,""
cryptic_foraging,architecture,0,421,2d2bc997-1092-46ae-b7ef-cd28b2ec372a,""
crypto_nephric,architecture,0,422,89fb177b-4099-41c8-aba7-cf507804c1dd,""
cryptopone,architecture,0,423,3f6a09cb-1f25-4ae4-91a3-b4cc4dc26b53,""
cubic,shape,1,424,eed3b29f-723d-4699-beea-d081910b5cf4,""
cultrate,shape,0,425,f62d1809-15d9-45f6-b888-8e38ace84220,""
cuneate,shape,0,426,f1061a80-867e-440b-9b0c-9006ee23dced,""
cupuliform,shape,0,427,098f6f0b-f72f-476c-a55b-bf5faa826ebf,""
curled,shape,0,428,ec88c266-78df-4b17-9259-2cda90dd5270,""
cursor,shape,0,429,b139e33a-56a9-4fc8-a3bd-ac09f75fa34b,""
curtain,structure,0,430,86ed02ec-c850-43f2-b25f-e41964407b26,""
curvature,shape,0,431,9d608dcd-aab9-4c87-bac7-37c05259ef9e,""
curve,shape,1,432,481c4513-b823-4661-9240-9011cabf3581,""
curved_clavate,shape,0,433,a7fb1153-235d-4afe-b013-d5cec1630698,""
curvilinear,direction,0,434,0c27facf-76a3-47a1-951b-9c7752e1cc06,""
cut,shape,0,435,8fae63fc-62bb-4c7b-8f56-3577618f31e0,""
cuticle,structure,1,436,e6b6cc96-6c93-4990-84ee-7b0f2a15d6a6,""
cylindric,shape,1,437,73477738-1bc7-47cf-8fac-9bd4599fb6e6,""
damage,fragility,0,438,ebb03c3c-e6af-401a-9063-47763a565420,""
dark,coloration,1,439,2b177e29-2082-43ff-9653-7c6c67259205,""
dark_redbrown,coloration,0,440,c5e83946-6871-4d33-8e91-210bb6e97d09,""
darkbrown,coloration,0,441,c7ee8414-8789-4273-9d9d-e35a79ea4288,""
dead,life_style,0,442,835e6765-06a0-4f73-8ff1-6e7270ffea77,""
dealated,life_style,0,443,1c853550-ffc3-4887-b544-66ef51698a3c,""
decline,direction,0,444,0479d802-d089-45d5-be99-cdc462c418d6,""
declivitous,shape,1,445,22e37ccc-d0d5-4b5e-b957-d6d230964272,""
declivity,structure,0,446,148bf3ae-3ded-4c73-8165-1dbf7ac75793,""
decreases,intensity_level,0,447,69709778-6143-45d2-8890-3e66eae2de42,""
decreasing,development,0,448,71fb8b45-c89c-4ee9-8a5c-96dc7abcbb04,""
decumbent,direction,0,449,8a656132-d8f1-46a3-8886-fb6eda5d9083,""
decumbent,development,0,450,910e895a-2684-4874-b79f-2fc71c195af9,""
decurved,shape,0,451,351a22dd-b70e-4846-a32f-2752516d2719,""
deep,depth,1,452,51ff7c5e-ae04-45c5-89d9-90ff86e5dd73,""
defined,presence,0,453,3bf4688a-cd45-47df-b0df-f903c5d6381f,""
definite,intensity_level,0,454,5b7de153-cbfb-4bde-a63f-152719c801bf,""
deflected,direction,0,455,b43945e0-c289-48bc-a87f-027cf01f3fc9,""
degree,intensity_level,0,456,63e7a1a3-5876-4eb7-aba6-34e19bc69e4e,""
degrees,count,0,457,cf9cbd3f-38f7-4502-b9bc-ff5fbfcc7382,""
delicate,intensity_level,0,458,9d9bdee2-5b8b-452d-8f51-23b380aa9b95,""
delicate,fragility,0,459,55329b0e-e2c2-40f2-b377-df7d05724e67,""
delimited,derivation,1,460,303c25e8-ed66-4823-aff1-aa476462ba8e,""
demarcated,presence,1,461,5a8b2db3-e485-4b1f-ad28-b6616402f144,""
demonstrate,presence,1,462,ae9553b5-cc63-4f06-9594-11e2a949b470,""
dendrophilous,structure,0,463,895f5ece-683c-462c-8a42-9db184a4d268,""
denoted,presence,0,464,c318f5d6-b917-47fa-8c7b-8090df10a7e2,""
dense,density,1,465,8cb8c4c3-480c-49f3-b407-8a58025bb8c4,""
density,character,1,466,23354a35-0f86-4cfa-9636-d7b8ef264232,""
dental,structure,0,467,fe4ea4de-5374-407c-82fd-19802c5fe25d,""
dentary,structure,1,468,7035b723-6580-4e5e-a5b3-dcd9c79b1bcf,""
dentate,shape,0,469,0ab90094-e793-4bcf-951b-b7f4fa34f97a,""
denticle,structure,1,470,386d4987-bb8f-466e-8b52-3cfe2a319f25,""
denticulate,shape,0,471,46e67afe-290c-43d2-a150-f8d669d9b4bc,""
denticulated,architecture,0,472,88ca7823-6226-4427-a1b1-0b3ec84950e8,""
dentiform,shape,0,473,1e6eac3f-fa9d-4be6-8985-92b0b6e1ea2a,""
dentition,arrangement,0,474,f7b758b5-ddd6-47f8-a3bb-4a93344db9a2,""
denudate,presence,0,475,36ebee83-a15c-4384-96b8-b35dae004501,""
depicted,presence,0,476,bcc619c5-8e97-4e84-a68d-6d73db1e4058,""
depigmented,coloration,0,477,a677215b-490a-4a8b-9b46-0d950631dd18,""
deposited,presence,0,478,7b21c47b-40d3-4988-a3df-b121d0ab832e,""
depressed,depth,0,479,ae4732d1-8903-41d9-9907-c3846e78fc94,""
depression,structure,0,480,ac065fa9-0cb5-4711-9666-a2e71099e407,""
depth,depth,0,481,99d6e127-bb14-4ade-9372-2f5121198b9d,""
derivation,character,0,482,072651fe-04e9-48e7-a072-599922a93d12,""
derivative,derivation,0,483,2e0bca67-8b00-4d5e-afc2-8c4b38969c83,""
derived,derivation,0,484,19fc92d0-3ff1-461b-a49d-5e692a84807f,""
descending,orientation,0,485,dea12f3b-4a67-418b-8c45-a1ad7cc4d204,""
descends,direction,0,486,4c68fb7d-1137-4880-a2f2-0fec067af776,""
describe,presence,1,487,8f6525ba-af39-4472-a838-edc562df86e7,""
destitute,density,0,488,c429ca57-4db9-45ec-9e3e-b101ff2e1b19,""
detected,presence,0,489,c455713f-bb34-4edb-9a70-a05c212a9b28,""
devastations,arrangement,0,490,868011b3-7d20-47bf-803a-f044a89cfddb,""
develop,development,1,491,d9171cb1-1cac-4224-8d3f-21f0cfbf94ce,""
deviation,direction,0,492,0dfc1eb7-14ab-4eb2-a260-ebb76cca833d,""
devoid,absence,0,493,a54e9c2d-88a5-4154-94c3-6ddd5a54df6b,""
devoid,presence,0,494,7301be5d-b15a-4acc-9e5b-f7638417746c,""
diagnosed,manifestation,0,495,fcd22b40-e8b7-4823-8695-b04d75579f9d,""
diagnostic,manifestation,0,496,e443ceb0-bb19-46e5-8cc3-5669530834a9,""
diagonal,orientation,0,497,f50c2ec8-61ea-4644-a5d8-7ab6a7d195f1,""
diamond_shaped,shape,1,498,42449905-7339-4558-b4d8-714f2eb8711f,""
diastemata,structure,0,499,29314619-3cf7-41c3-b355-822ba574d1ee,""
dichthadiiform,shape,0,500,c897f2c2-6c52-4215-a782-eba203ffa089,""
differ,differentiation,1,501,cca95865-21cf-4b51-abd6-dc94c019badb,""
differences,differentiation,1,502,f26e8998-3fe4-4042-81b1-b12762c7e302,""
differential,differentiation,0,503,757326f0-c386-49d3-94e9-6fbfa536d73e,""
differentiate,differentiation,1,504,41ef3c95-1bb5-4cb5-9896-4e2f17234827,""
differently_shaped,shape,0,505,7b90bdd3-ae40-4578-8faa-fe7f2107b395,""
diffuse,density,0,506,13842bb9-ba20-4fb2-8292-0caefff9533e,""
digestion,structure,0,507,c484c9b5-c407-4e09-971c-06c365a3e09c,""
digital,structure,0,508,fc153f94-b02d-44b0-9b9a-d8c5b061dd87,""
digitate,architecture,0,509,7089ee72-547e-43e5-8576-8aed85acfe6b,""
digitiform,shape,0,510,530187d9-dc2b-4dce-991c-51658031ca0a,""
dilated,size,1,511,c60c7d26-f950-451f-b314-47b6773cd1ab,""
dilute,intensity_level,1,512,95ffc0e2-f964-498f-aa32-67c06584b1c4,""
diminishing,intensity_level,0,513,4ffc62ef-f14b-480c-b2dc-b0fbe24d415c,""
diminutive,intensity_level,0,514,25ed5af7-6ec6-43a3-8edc-2c4b2ccf6305,""
dimorphic,habit,0,515,5b0bc1e8-3509-443d-b261-0a33a635a24d,""
dimorphism,coloration,0,516,97b2faa4-f6f6-4097-8f00-209ff5e9f751,""
dingy,reflectance,0,517,fdc239d1-80d5-415b-b1b1-fc84c2d6b894,""
dip,structure,0,518,324c6201-1bf0-4e02-8128-cc385088738a,""
dipping,presence,0,519,3ff9b8e9-346b-48e2-926f-cf2240bda32e,""
directed,direction,0,520,6842f93f-b719-40c3-925c-d90968e70bac,""
dirt,coloration,1,521,b09e2069-4c22-4f09-84cb-986c8a91faba,""
disc,structure,0,522,91d2c017-aff8-42d2-9ff9-e6c082589d19,""
discal,shape,1,523,bc7a8ab0-2b15-4348-821e-dc25058269cc,""
discernible,presence,1,524,382a0fee-5680-49fd-a600-ef440498fb69,""
discontinued,arrangement,1,525,d52bd0a2-61c4-4e00-b137-cc5e5cb72457,""
discordant,arrangement,0,526,115c10ec-1042-4011-b37d-d4afedf9c3f2,""
discounting,count,0,527,538e33b7-2bbe-4637-a741-65513d1a04ca,""
discovered,presence,0,528,18363997-b12d-40de-bd95-1529bcff89cc,""
discrete,fusion,0,529,73912135-8d42-4b28-acd2-95702dc3f4c7,""
discriminate,differentiation,0,530,bf4fdc78-f760-46ad-82e4-98984a4b6fd1,""
dish_shaped,shape,0,531,7c34fd16-feff-4f6f-8f99-bf5a9f13fda3,""
disorganised,arrangement,1,532,b9a1d21d-314d-43d4-9845-2367d78e0d18,""
dispersed,arrangement,0,533,9e67ba55-5aeb-450f-9179-0f199c35c4c1,""
displaced,arrangement,0,534,d56e1b9a-d555-4954-881c-51850cab78de,""
displaying,presence,0,535,0e82d749-1b93-4439-a713-8c438cf21024,""
disposed,arrangement,0,536,ab7ff727-e5f3-46b9-9cff-a179695adf5d,""
disrupted,arrangement,0,537,c56781b0-6ff1-4db8-bead-eefbacecce18,""
dissected,differentiation,0,538,06086a3b-71bb-4760-9495-6361ed3154fa,""
distad,position,0,539,6e05e483-1ebb-48de-a709-7e70fec7147e,""
distal,position,1,540,08b69b1a-cd2d-4c1d-b41b-8592528363e8,""
distant,arrangement,0,541,a1fb0567-abcf-447a-8fc8-1efa5e79a4ae,""
distended,size,0,542,641fef47-4b92-45f0-85a1-bf1bc241151f,""
distension,size,0,543,51f567be-2005-4c88-aad2-22ebb89e608e,""
distin_guishes,prominence,0,544,7d9649df-f5e2-491c-a36b-08066e25686d,""
distinct,prominence,1,545,70683f3e-fe64-4e19-a835-8f3dff1d0af2,""
distinctively_shaped,prominence,0,546,e5524dd1-60b9-413a-840b-e03cef618d44,""
distinguish,prominence,1,547,bbb92489-3663-4a38-bb0f-da93b635af6d,""
distributed,distribution,0,548,df591453-3412-430e-9ab5-816b764caab5,""
distributed,arrangement,0,549,08ce7cdc-facc-4140-867f-ca60e10db3ab,""
distribution,variability,0,550,87c50139-85f2-4446-9d15-15aa062ac3eb,""
disturbed,insertion,0,551,29cc17e5-c044-4044-8435-7fbb5ba24ae2,""
diverge,direction,1,552,1746cee0-19ee-4977-ba20-bde558465fe1,""
diverges,structure,0,553,3eb30b68-7920-49a1-a173-5f0b850c32bd,""
diverse,variability,0,554,843c4405-0a00-402d-bcbe-7cb8d412c48f,""
diversipilosa,structure,0,555,0dbfc74a-091e-47ca-af68-fcd195683587,""
diversity,variability,0,556,ee4bf6fe-bea5-4f67-8ede-f347e53d83d6,""
divisional,arrangement,0,557,9d6ac110-39ae-4ca3-8e07-53fdf524bc62,""
domain,prominence,0,558,12630656-6618-4691-838d-31de81533d3b,""
dome,structure,0,559,8046ae37-cd74-4463-8e84-3393d32091a9,""
dome_like,shape,1,560,a74bee2c-7e65-400e-9bf9-09c3bacc6f96,""
dominated,prominence,1,561,33e242fa-b459-4fcb-aecf-832e4948b306,""
dorsal,position,1,562,44b66cf1-b292-4f32-b87f-b9a278656da0,""
dorsal_caudal,position,1,563,e0ce6491-6d0c-4eb9-be8a-0a5e3208c4b5,""
dorsal_fin,structure,0,564,15760078-9525-4857-82aa-6522ee2ad54a,""
dorsally_directed,direction,0,565,1be1588f-fe4c-41f5-8d73-fb9a3fe31229,""
dorsaloblique,position,0,566,8d3d1c94-96e1-4a17-bda5-5048eef10fd8,""
dorso_anterior,position,0,567,9ecc91af-0316-4bbd-a50e-1a97d337ae07,""
dorso_lateral,position,1,568,4ced27d4-9cda-4612-966d-7d81c02f6c9b,""
dorso_oblique,position,0,569,b79bc3c8-fda1-4f85-9577-3a6ab3c30fe3,""
dorsomedial,position,0,570,c0eeb68b-bdb8-4d2d-967a-b32496b638e0,""
dorsoposterior,position,0,571,099588c3-f46c-4d24-8dca-8c3a42e281f4,""
dorsoventral,position,0,572,26a7a489-0d2c-4d6d-b925-e141ab7dd264,""
dorsum,structure,0,573,f4e3be8e-5497-4d38-b94d-e0fdd53d33ca,""
dot,structure,1,574,fa44ed2e-96de-4379-ad76-dbd1ae2430be,""
dot_like,shape,0,575,ffffeabb-893b-4ca9-a2db-5e73a6a7f1d2,""
double,count,0,576,419723f5-ebf5-40a3-b58c-394a1db6723c,""
doubling,prominence,0,577,fb19d93b-6be9-4286-a15f-37860b19485f,""
downcurvature,direction,0,578,fb50d240-ef0b-41b2-9630-33db76ce3554,""
downcurved,shape,0,579,404ffe76-7424-4ecc-b9fa-0eeeb932e4ec,""
downward,direction,1,580,e04510a6-9dd3-4aac-9526-f1aad4adee19,""
downy,surface_sculpture,0,581,a2874cd1-db2d-4340-8a8e-03027e05aced,""
dozen,count,0,582,e28f4791-f09a-4ded-b19f-47d8aaec24a2,""
drawn_out,direction,0,583,531d03c9-f585-4a40-9f43-9d7bc3241291,""
dried,condition,0,584,16f7a695-756d-4623-91ac-500f6b05c7b9,""
drop_shaped,shape,0,585,29b045c8-3c0f-4815-b5dc-9a34ab30d7c7,""
dropping,direction,0,586,87a3717e-519f-4d2c-8a03-0886513fd007,""
dry,condition,0,587,8d9fdb7a-1211-42ff-b04c-26d416b34727,""
dull,reflectance,0,588,88e48a0d-d185-43b5-a114-1d6be734c6f7,""
duller,shape,0,589,cae125eb-6b6b-4aaa-91a1-d1fe1f1e25e7,""
dusky,coloration,0,590,71a836b4-09f3-4655-a60d-a884aedc5716,""
dusty,coating,0,591,8acdce81-82f0-404b-91cc-4e2284e23853,""
dwelling,presence,0,592,90272199-396f-4c67-bb92-c777c602f134,""
earlier,presence,0,593,11fcd1a0-3c50-474d-9741-930e14611875,""
ecarinate,surface_sculpture,0,594,883a75b4-996b-4f05-9717-9c5bee1344a6,""
ecarinate,shape,0,595,8ac16bf5-7017-430c-a500-a8defa06048d,""
eccentric,position,0,596,930b01f1-2759-4e66-8887-66c5b212b5f2,""
edentate,absence,0,597,17b7f69f-ee53-477a-8cc8-285d20b4df98,""
edge,structure,0,598,d0f1d4f6-9198-40a9-ac4a-b9848d1c1462,""
edged,architecture,0,599,98a68767-e0bc-45c7-a815-aa2f4a8bb1b4,""
effaced,presence,0,600,0d125b43-8e62-496e-906c-f91248f5ac4c,""
effulgence,reflectance,0,601,37e01b7e-aed2-4062-bcfc-f8048a0b892c,""
egg_shaped,shape,0,602,c06e9c10-5851-422b-86f1-667c0a4f15a0,""
eight,count,0,603,c078af46-de4b-40c7-875c-8f6dc180f421,""
eightteenth,position,0,604,44ad6296-fd26-4b7a-bc24-9a29a8ec0cd6,""
eigth,position,0,605,070d2685-2ae6-4fdc-a9ea-25bdd2ee8917,""
elaboration,intensity_level,0,606,2f19ffa8-61bc-463e-92d1-9c84b5af1088,""
elbowed,shape,0,607,a9457d84-6ce5-4dd0-90f9-b7d603fb2ade,""
elements,structure,0,608,37696b9d-3eaa-497b-80b7-ae38ad0fab24,""
elevated,depth,0,609,c909de91-af8e-400d-8e5c-08fbf5dd02e6,""
elevated,prominence,0,610,d3bd5ad7-8f23-406e-b4ba-e513e7a3341a,""
elevation,structure,0,611,ebfb21c5-8c9b-42fb-b368-dcbe02d364d3,""
eleven,count,0,612,9ac5e8e6-88c3-42d6-b87a-3ca519b57b03,""
eleventh,count,0,613,02f5b044-5c1f-4e8e-9ef7-450fba1d881b,""
ellipsoid,shape,1,614,bfd2d6d2-517f-4eff-bcff-73e8da05e99d,""
elliptic,arrangement,0,615,2b6dd28f-a738-4660-89f6-9eb05e725dae,""
elongate,shape,1,616,0643d6fb-8c47-483b-ac0c-8a1627a012d1,""
elongate_rounded,shape,0,617,13c9738a-acaf-4369-908f-d2c919cea0f6,""
elongate_spiniform,shape,0,618,ac693612-7875-4438-bbe8-2dc04e53ecb4,""
elongateovate,shape,0,619,99154541-fa3f-4645-8344-a41fb1980e11,""
elongatequadrate,shape,0,620,f6bcb7f7-f095-4c95-938f-3d3f81606cea,""
elongaterectangular,shape,0,621,3bda9ad8-90e9-41ef-9edd-04a8bb63958a,""
elongatetriangular,shape,0,622,1a9e8770-7bcd-4dab-9496-0b5d65556b41,""
emarginate,shape,1,623,d44ef648-12da-42d6-accf-96c62c1059d2,""
emargination,structure,0,624,ea08ac9c-86b7-48e2-8470-15b31568f46b,""
embedded,location,0,625,87e08dc6-f9c4-4b49-aa6b-ab5a63e30ab1,""
embracing,direction,0,626,87decf12-cd4e-4207-8081-e1be4b2653d6,""
emerging,prominence,0,627,9c4bf8da-8716-48be-9f3f-10fd7c36e0bf,""
emphasis,prominence,0,628,285096ff-4436-4747-bbb4-f99b95ca4a04,""
encapsulated,fusion,0,629,69e09ea2-ac3b-4df3-b942-793a6e85e2df,""
encircle,direction,1,630,49c76a28-075a-4499-894e-8def0c479ff1,""
enclose,presence,1,631,4011f014-9326-4597-a4d3-138ab78c1a38,""
enclosed,location,0,632,8874e56f-b22d-4f7f-9c05-2e0721f6c4b7,""
encroachment,insertion,0,633,bed5fc95-b495-4dde-87e9-82d4fd288fe2,""
end,position,0,634,3450003a-f275-47af-9c8e-63e38e0b7455,""
ending,absence,0,635,19bdc8fd-e33e-45ba-a2aa-664bf0a58070,""
ends,structure,0,636,96b99c6f-7d9a-40d9-bccd-c5360db04c72,""
enlarged,size,0,637,8adf0af7-7c4f-478d-8c11-8e96dcdb9eee,""
enormous,size,0,638,91dea00b-50ce-4510-9138-bc37dd2b22d5,""
enough,density,0,639,1e55396e-1e38-46dc-8e0e-29442c77a9ad,""
ensuing,direction,0,640,d98d2406-8529-4230-a708-d4c5a47826d1,""
entire,shape,0,641,4a77ec67-0651-456d-aff6-618058a6591a,""
entirety,density,0,642,a7c4ed77-63cb-4e28-ba58-11941f9a1bbb,""
entrance,structure,0,643,5f63ee80-08fa-431e-a818-67347cb48f91,""
enumerated,presence,0,644,75a151ac-ac56-4dba-8879-d2189ffd5267,""
epaulet,structure,0,645,acf3f213-699c-4f38-ad97-74257d35f798,""
epi,position,0,646,348e9241-adf5-4030-82a8-41a3a3fd7126,""
epigaeic,life_style,0,647,a155fa28-20ec-4f29-af45-5e326a257fc2,""
epinotal,structure,0,648,6b8bf470-84a0-484a-820b-02904d13da87,""
epinotum,structure,0,649,f54e9b20-35a5-491a-bb0b-ef662d19e6ff,""
episternal,structure,0,650,713992fa-d300-4688-99e0-4bd35d4b9171,""
epistomal,structure,0,651,fd08fb0b-df9c-441b-9cbf-4ec810e94a3c,""
epomia,structure,0,652,e47a558d-fc0f-4d10-8a04-2aff4703ca47,""
equal,comparison,1,653,68abd566-8e14-4c3c-8ae2-c930bd355eb2,""
equidistant,length,0,654,416ce284-b085-4cb0-b522-7378bc304ca5,""
equidistant,shape,0,655,cece76a2-8d06-419d-8222-b03d106cf4f6,""
equilateral,comparison,0,656,2ef674e6-a757-444f-968d-b2f576090c90,""
equipped,presence,0,657,9c5354b8-136c-4bec-8e5f-9def51c0fbec,""
erect,orientation,0,658,ac9d8e6a-b304-4407-80d9-cd0f7a3fafe7,""
erected,direction,0,659,f79adfc8-eadf-4188-b12e-bb562ca7424c,""
ergatoid,life_style,0,660,33af2933-83fa-4b21-8826-cee89fcfe959,""
ergatomorphic,life_style,0,661,71988330-f38f-4fc2-94dd-5ca114f8c2cf,""
esca,structure,0,662,7fedffa3-a8b0-4d51-96ac-98d67a93a482,""
essential,intensity_level,0,663,3740e5bd-7be6-4922-9e69-a0aa06168cd7,""
establish,presence,0,664,3808f087-57d8-41be-9b6b-a5747e92a537,""
etched,surface_sculpture,0,665,b9710116-1f4c-4077-83d5-95841836d023,""
etchings,structure,0,666,9e19f764-acdb-4c12-ae10-a49814cc388b,""
etymology,structure,0,667,c6cfd1cd-f263-4d0e-a778-871b90f1da57,""
evanescent,presence,0,668,7ed70b03-5b71-4c59-9783-cd38b793d7c2,""
even,variability,0,669,cbd673d8-16db-4c03-8cab-da21065e6944,""
evidence,structure,0,670,1d302f46-ecaa-4e9b-9d5c-716dd5914ed5,""
evident,presence,0,671,2de6ac71-7f57-4197-8b88-fcf10fd50667,""
exaggerated,intensity_level,0,672,1138a9f9-4eba-4dbb-86fb-650a8cf1a247,""
excavate,architecture,1,673,170e5440-b0c6-4428-83d3-443f0f8ba160,""
excavations,structure,0,674,4ba0cb56-5a46-4db7-a204-d99f74ed1ffe,""
exceeding,comparison,0,675,90780722-961e-4fb3-b337-b695905358f4,""
excised,architecture,1,676,e85317bd-2e16-4dfb-87fc-f4790736e110,""
exclusive,absence,0,677,f0259b60-481d-4794-bd97-200236a5f5f8,""
exemplified,presence,0,678,2bc6e17c-6441-4240-a1e0-749de1165d65,""
exist,presence,0,679,5c923292-3685-4d25-9a34-817dc70a5cb4,""
exocrine,structure,0,680,3e07cfe1-57ae-4a9d-a0e2-c79b6f70b71b,""
expanded,size,1,681,90691c72-fded-4643-8604-18a7c991c622,""
